text,latency
The moon landing was staged by NASA.,0.05122685432434082
The moon landing was staged by NASA.,0.06523394584655762
The moon landing was staged by NASA.,0.054190874099731445
The moon landing was staged by NASA.,0.13904690742492676
The moon landing was staged by NASA.,0.056704044342041016
The moon landing was staged by NASA.,0.05352592468261719
The moon landing was staged by NASA.,0.05346417427062988
The moon landing was staged by NASA.,0.05531597137451172
The moon landing was staged by NASA.,0.07420587539672852
The moon landing was staged by NASA.,0.05239701271057129
The moon landing was staged by NASA.,0.05306291580200195
The moon landing was staged by NASA.,0.05222487449645996
Aliens have been living among us for years.,0.20480823516845703
Aliens have been living among us for years.,0.05434703826904297
Aliens have been living among us for years.,0.05481386184692383
Aliens have been living among us for years.,0.054885149002075195
Aliens have been living among us for years.,0.055806875228881836
Aliens have been living among us for years.,0.07869601249694824
Aliens have been living among us for years.,0.14418411254882812
Aliens have been living among us for years.,0.07597732543945312
Aliens have been living among us for years.,0.05436897277832031
Aliens have been living among us for years.,0.0576481819152832
Aliens have been living among us for years.,0.053594112396240234
Aliens have been living among us for years.,0.07875514030456543
Aliens have been living among us for years.,0.056611061096191406
Aliens have been living among us for years.,0.05413413047790527
Aliens have been living among us for years.,0.27083587646484375
Aliens have been living among us for years.,0.05398297309875488
Aliens have been living among us for years.,0.05470395088195801
Aliens have been living among us for years.,0.05324077606201172
Aliens have been living among us for years.,0.332582950592041
Aliens have been living among us for years.,0.05777096748352051
Aliens have been living among us for years.,0.05684781074523926
Aliens have been living among us for years.,0.056008100509643555
Aliens have been living among us for years.,0.07897543907165527
Aliens have been living among us for years.,0.27657103538513184
Aliens have been living among us for years.,0.056008100509643555
Aliens have been living among us for years.,0.08048796653747559
Aliens have been living among us for years.,0.05422616004943848
Aliens have been living among us for years.,0.3346538543701172
Aliens have been living among us for years.,0.0619349479675293
Aliens have been living among us for years.,0.0530550479888916
Aliens have been living among us for years.,0.05828714370727539
Aliens have been living among us for years.,0.05536198616027832
Aliens have been living among us for years.,0.056244850158691406
Aliens have been living among us for years.,0.26384711265563965
Aliens have been living among us for years.,0.05448293685913086
Aliens have been living among us for years.,0.05388689041137695
Aliens have been living among us for years.,0.07687711715698242
Aliens have been living among us for years.,0.27142906188964844
Aliens have been living among us for years.,0.057183027267456055
Aliens have been living among us for years.,0.05318188667297363
Aliens have been living among us for years.,0.07232284545898438
Aliens have been living among us for years.,0.058400630950927734
Aliens have been living among us for years.,0.052932024002075195
Aliens have been living among us for years.,0.2063751220703125
Aliens have been living among us for years.,0.05838274955749512
Aliens have been living among us for years.,0.05431509017944336
Aliens have been living among us for years.,0.06545615196228027
Aliens have been living among us for years.,0.054376840591430664
Aliens have been living among us for years.,0.052123069763183594
Aliens have been living among us for years.,0.2777547836303711
Aliens have been living among us for years.,0.05394792556762695
Aliens have been living among us for years.,0.054276227951049805
Aliens have been living among us for years.,0.05607008934020996
Aliens have been living among us for years.,0.06210613250732422
Aliens have been living among us for years.,0.07771921157836914
Aliens have been living among us for years.,0.20709800720214844
Aliens have been living among us for years.,0.05417609214782715
Aliens have been living among us for years.,0.052770137786865234
Aliens have been living among us for years.,0.05406785011291504
Aliens have been living among us for years.,0.06959724426269531
Aliens have been living among us for years.,0.2681128978729248
Aliens have been living among us for years.,0.05516409873962402
Aliens have been living among us for years.,0.0939791202545166
Aliens have been living among us for years.,0.054296016693115234
Aliens have been living among us for years.,0.05786490440368652
Aliens have been living among us for years.,0.0555567741394043
Aliens have been living among us for years.,0.2537071704864502
Aliens have been living among us for years.,0.0572509765625
Aliens have been living among us for years.,0.056220293045043945
Aliens have been living among us for years.,0.05720806121826172
Aliens have been living among us for years.,0.05349111557006836
Aliens have been living among us for years.,0.2780928611755371
Aliens have been living among us for years.,0.05344796180725098
Aliens have been living among us for years.,0.05498790740966797
Aliens have been living among us for years.,0.07471799850463867
Aliens have been living among us for years.,0.05551624298095703
Aliens have been living among us for years.,0.06689715385437012
Aliens have been living among us for years.,0.1939239501953125
Aliens have been living among us for years.,0.059350013732910156
Aliens have been living among us for years.,0.05398201942443848
Aliens have been living among us for years.,0.06630587577819824
Aliens have been living among us for years.,0.058576107025146484
Aliens have been living among us for years.,0.3040602207183838
Aliens have been living among us for years.,0.07479500770568848
Aliens have been living among us for years.,0.05859518051147461
Aliens have been living among us for years.,0.05539083480834961
Aliens have been living among us for years.,0.07852911949157715
Aliens have been living among us for years.,0.05595088005065918
Aliens have been living among us for years.,0.20918488502502441
Aliens have been living among us for years.,0.05750703811645508
Aliens have been living among us for years.,0.05482816696166992
Aliens have been living among us for years.,0.05426836013793945
Aliens have been living among us for years.,0.06426692008972168
Aliens have been living among us for years.,0.13710379600524902
Aliens have been living among us for years.,0.0653681755065918
Aliens have been living among us for years.,0.061936140060424805
Aliens have been living among us for years.,0.06025218963623047
Aliens have been living among us for years.,0.05343317985534668
Aliens have been living among us for years.,0.08523797988891602
Aliens have been living among us for years.,0.055149078369140625
The president signed a new bill into law.,0.055941104888916016
The president signed a new bill into law.,0.282757043838501
The president signed a new bill into law.,0.056030988693237305
The president signed a new bill into law.,0.05635190010070801
The president signed a new bill into law.,0.05647706985473633
The president signed a new bill into law.,0.3549540042877197
The president signed a new bill into law.,0.05687999725341797
The president signed a new bill into law.,0.056075096130371094
The president signed a new bill into law.,0.06978511810302734
The president signed a new bill into law.,0.05538511276245117
The president signed a new bill into law.,0.052748680114746094
The president signed a new bill into law.,0.26052093505859375
The president signed a new bill into law.,0.07767724990844727
The president signed a new bill into law.,0.053175926208496094
The president signed a new bill into law.,0.051946163177490234
The president signed a new bill into law.,0.3427770137786865
The president signed a new bill into law.,0.05759716033935547
The president signed a new bill into law.,0.05357217788696289
The president signed a new bill into law.,0.05272698402404785
The president signed a new bill into law.,0.06707096099853516
The president signed a new bill into law.,0.19944405555725098
The president signed a new bill into law.,0.05641889572143555
The president signed a new bill into law.,0.05664992332458496
The president signed a new bill into law.,0.05446815490722656
The president signed a new bill into law.,0.05528664588928223
The president signed a new bill into law.,0.06369400024414062
The president signed a new bill into law.,0.2642953395843506
The president signed a new bill into law.,0.05449199676513672
The president signed a new bill into law.,0.05429792404174805
The president signed a new bill into law.,0.06432890892028809
The president signed a new bill into law.,0.058493852615356445
The president signed a new bill into law.,0.05446910858154297
The president signed a new bill into law.,0.21403098106384277
The president signed a new bill into law.,0.06868505477905273
The president signed a new bill into law.,0.054173946380615234
The president signed a new bill into law.,0.05736517906188965
The president signed a new bill into law.,0.05628633499145508
The president signed a new bill into law.,0.2871670722961426
The president signed a new bill into law.,0.05969882011413574
The president signed a new bill into law.,0.0535578727722168
The president signed a new bill into law.,0.054982900619506836
The president signed a new bill into law.,0.0786738395690918
The president signed a new bill into law.,0.05317091941833496
The president signed a new bill into law.,0.05324387550354004
The president signed a new bill into law.,0.20001578330993652
The president signed a new bill into law.,0.05234479904174805
The president signed a new bill into law.,0.060246944427490234
The president signed a new bill into law.,0.05763816833496094
The president signed a new bill into law.,0.06095314025878906
The president signed a new bill into law.,0.2622799873352051
The president signed a new bill into law.,0.05539298057556152
The president signed a new bill into law.,0.07743191719055176
The president signed a new bill into law.,0.05233597755432129
The president signed a new bill into law.,0.05743408203125
The president signed a new bill into law.,0.08536720275878906
The president signed a new bill into law.,0.19871830940246582
The president signed a new bill into law.,0.062484025955200195
The president signed a new bill into law.,0.05688905715942383
The president signed a new bill into law.,0.05744600296020508
The president signed a new bill into law.,0.06606578826904297
The president signed a new bill into law.,0.27891993522644043
The president signed a new bill into law.,0.053681373596191406
The president signed a new bill into law.,0.054013967514038086
The president signed a new bill into law.,0.052446842193603516
The president signed a new bill into law.,0.06641006469726562
The president signed a new bill into law.,0.05341172218322754
The president signed a new bill into law.,0.053639888763427734
The president signed a new bill into law.,0.19100165367126465
The president signed a new bill into law.,0.05666613578796387
The president signed a new bill into law.,0.07000923156738281
The president signed a new bill into law.,0.06433939933776855
The president signed a new bill into law.,0.05454087257385254
The president signed a new bill into law.,0.27742981910705566
The president signed a new bill into law.,0.07694005966186523
The president signed a new bill into law.,0.0567319393157959
The president signed a new bill into law.,0.05462503433227539
The president signed a new bill into law.,0.05866599082946777
The president signed a new bill into law.,0.07941794395446777
The president signed a new bill into law.,0.19807100296020508
The president signed a new bill into law.,0.053468942642211914
The president signed a new bill into law.,0.05549812316894531
The president signed a new bill into law.,0.07647204399108887
The president signed a new bill into law.,0.0824120044708252
The president signed a new bill into law.,0.21383380889892578
The president signed a new bill into law.,1.073071002960205
The president signed a new bill into law.,0.06827807426452637
The president signed a new bill into law.,0.05478405952453613
The president signed a new bill into law.,0.05531120300292969
The president signed a new bill into law.,0.06995487213134766
The president signed a new bill into law.,0.05705976486206055
The president signed a new bill into law.,0.05557107925415039
The president signed a new bill into law.,0.20940089225769043
The president signed a new bill into law.,0.053279876708984375
The president signed a new bill into law.,0.08166122436523438
The president signed a new bill into law.,0.05479884147644043
The president signed a new bill into law.,0.05329489707946777
The president signed a new bill into law.,0.15146803855895996
The president signed a new bill into law.,0.05378317832946777
The president signed a new bill into law.,0.05328702926635742
The president signed a new bill into law.,0.05104994773864746
Scientists discover a new species of frog in the Amazon.,0.07123994827270508
Scientists discover a new species of frog in the Amazon.,0.054329872131347656
Scientists discover a new species of frog in the Amazon.,0.05861091613769531
Scientists discover a new species of frog in the Amazon.,0.06610584259033203
Scientists discover a new species of frog in the Amazon.,0.05504012107849121
Scientists discover a new species of frog in the Amazon.,0.21166276931762695
Scientists discover a new species of frog in the Amazon.,0.0572659969329834
Scientists discover a new species of frog in the Amazon.,0.05580902099609375
Scientists discover a new species of frog in the Amazon.,0.07865405082702637
Scientists discover a new species of frog in the Amazon.,0.05366015434265137
Scientists discover a new species of frog in the Amazon.,0.13080215454101562
Scientists discover a new species of frog in the Amazon.,0.06757521629333496
Scientists discover a new species of frog in the Amazon.,0.05459403991699219
Scientists discover a new species of frog in the Amazon.,0.05416703224182129
Scientists discover a new species of frog in the Amazon.,0.05380105972290039
Scientists discover a new species of frog in the Amazon.,0.07402491569519043
Scientists discover a new species of frog in the Amazon.,0.05538010597229004
Scientists discover a new species of frog in the Amazon.,0.055458784103393555
Scientists discover a new species of frog in the Amazon.,0.20914387702941895
Scientists discover a new species of frog in the Amazon.,0.06455087661743164
Scientists discover a new species of frog in the Amazon.,0.054811954498291016
Scientists discover a new species of frog in the Amazon.,0.0549619197845459
Scientists discover a new species of frog in the Amazon.,0.05510091781616211
Scientists discover a new species of frog in the Amazon.,0.16318178176879883
Scientists discover a new species of frog in the Amazon.,0.053575754165649414
Scientists discover a new species of frog in the Amazon.,0.05857419967651367
Scientists discover a new species of frog in the Amazon.,0.07323527336120605
Scientists discover a new species of frog in the Amazon.,0.10046696662902832
Scientists discover a new species of frog in the Amazon.,0.06601095199584961
Scientists discover a new species of frog in the Amazon.,0.068206787109375
Scientists discover a new species of frog in the Amazon.,0.06258106231689453
Scientists discover a new species of frog in the Amazon.,0.21302103996276855
Scientists discover a new species of frog in the Amazon.,0.053483009338378906
Scientists discover a new species of frog in the Amazon.,0.08047795295715332
Scientists discover a new species of frog in the Amazon.,0.0786278247833252
Scientists discover a new species of frog in the Amazon.,0.14464378356933594
Scientists discover a new species of frog in the Amazon.,0.07276797294616699
Scientists discover a new species of frog in the Amazon.,0.057559967041015625
Scientists discover a new species of frog in the Amazon.,0.06064581871032715
Scientists discover a new species of frog in the Amazon.,0.06611084938049316
Scientists discover a new species of frog in the Amazon.,0.060502052307128906
Scientists discover a new species of frog in the Amazon.,0.055494070053100586
Scientists discover a new species of frog in the Amazon.,0.05741310119628906
Scientists discover a new species of frog in the Amazon.,0.22263407707214355
Scientists discover a new species of frog in the Amazon.,0.05703592300415039
Scientists discover a new species of frog in the Amazon.,0.05553579330444336
Scientists discover a new species of frog in the Amazon.,0.05233311653137207
Scientists discover a new species of frog in the Amazon.,0.08069491386413574
Scientists discover a new species of frog in the Amazon.,0.15134310722351074
Scientists discover a new species of frog in the Amazon.,0.06985902786254883
Scientists discover a new species of frog in the Amazon.,0.054635047912597656
Scientists discover a new species of frog in the Amazon.,0.05780196189880371
Scientists discover a new species of frog in the Amazon.,0.05454587936401367
Scientists discover a new species of frog in the Amazon.,0.05679011344909668
Scientists discover a new species of frog in the Amazon.,0.06738805770874023
Scientists discover a new species of frog in the Amazon.,0.05645108222961426
Scientists discover a new species of frog in the Amazon.,0.2332310676574707
Scientists discover a new species of frog in the Amazon.,0.06638908386230469
Scientists discover a new species of frog in the Amazon.,0.05548501014709473
Scientists discover a new species of frog in the Amazon.,0.053102731704711914
Scientists discover a new species of frog in the Amazon.,0.05599164962768555
Scientists discover a new species of frog in the Amazon.,0.06741714477539062
Scientists discover a new species of frog in the Amazon.,0.14319276809692383
Scientists discover a new species of frog in the Amazon.,0.07782411575317383
Scientists discover a new species of frog in the Amazon.,0.05362892150878906
Scientists discover a new species of frog in the Amazon.,0.059580087661743164
Scientists discover a new species of frog in the Amazon.,0.05676603317260742
Scientists discover a new species of frog in the Amazon.,0.053009986877441406
Scientists discover a new species of frog in the Amazon.,0.06714987754821777
Scientists discover a new species of frog in the Amazon.,0.05692696571350098
Scientists discover a new species of frog in the Amazon.,0.21129274368286133
Scientists discover a new species of frog in the Amazon.,0.05366206169128418
Scientists discover a new species of frog in the Amazon.,0.05338907241821289
Scientists discover a new species of frog in the Amazon.,0.0816338062286377
Scientists discover a new species of frog in the Amazon.,0.06363987922668457
Scientists discover a new species of frog in the Amazon.,0.13935613632202148
Scientists discover a new species of frog in the Amazon.,0.055541038513183594
Scientists discover a new species of frog in the Amazon.,0.054943084716796875
Scientists discover a new species of frog in the Amazon.,0.06430315971374512
Scientists discover a new species of frog in the Amazon.,0.05469107627868652
Scientists discover a new species of frog in the Amazon.,0.05746912956237793
Scientists discover a new species of frog in the Amazon.,0.05611610412597656
Scientists discover a new species of frog in the Amazon.,0.05772805213928223
Scientists discover a new species of frog in the Amazon.,0.06766891479492188
Scientists discover a new species of frog in the Amazon.,0.21864104270935059
Scientists discover a new species of frog in the Amazon.,0.05242800712585449
Scientists discover a new species of frog in the Amazon.,0.05676126480102539
Scientists discover a new species of frog in the Amazon.,0.07941198348999023
Scientists discover a new species of frog in the Amazon.,0.05516386032104492
Scientists discover a new species of frog in the Amazon.,0.1495668888092041
Scientists discover a new species of frog in the Amazon.,0.05441617965698242
Scientists discover a new species of frog in the Amazon.,0.060851335525512695
Scientists discover a new species of frog in the Amazon.,0.05315089225769043
Scientists discover a new species of frog in the Amazon.,0.053707122802734375
Scientists discover a new species of frog in the Amazon.,0.08516287803649902
Scientists discover a new species of frog in the Amazon.,0.055464982986450195
Scientists discover a new species of frog in the Amazon.,0.05572175979614258
Scientists discover a new species of frog in the Amazon.,0.20490813255310059
Scientists discover a new species of frog in the Amazon.,0.08263182640075684
Scientists discover a new species of frog in the Amazon.,0.05134010314941406
